fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,name_2,trip_category
2648,"11218735488",,,,,,,,,"""amenity""=>""fountain"",""fountain""=>""decorative""",Għajnsielem,Others
2650,"13645030398",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2651,"306090921",Għajnsielem - Loreto,,bus_stop,"4691",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2652,"13645030399",,,street_lamp,,,,,,,Għajnsielem,Others
2653,"12684262974",,,,,,,,survey_point,,Għajnsielem,Others
2654,"13645032960",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2656,"13057559204",,,,,,,,survey_point,,Għajnsielem,Others
2657,"13645035614",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2658,"13645009279",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2659,"13645006368",,,,,,,,,"""amenity""=>""waste_basket""",Għajnsielem,Others
2661,"13645054433",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2662,"13645057614",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2663,"13645057619",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2664,"13645060115",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2665,"13645060360",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2666,"13645060562",,,street_lamp,,,,,,,Għajnsielem,Others
2667,"13645073870",,,,,,,,,"""historic""=>""wayside_cross""",Għajnsielem,Others
2668,"9992683317",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2669,"9992683019",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2670,"13102605658",Għajnsielem - Sliem,,bus_stop,"6421",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2671,"9992682017",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2672,"13169275161",,,,,,,,,"""emergency""=>""defibrillator""",Għajnsielem,Others
2677,"9992683217",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2679,"9992683517",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2680,"13612405388",,block,,,,,,,,Għajnsielem,Others
2681,"13169275164",Inspire,,,,,,,,"""addr:city""=>""Għajnsielem"",""addr:street""=>""Triq Ramon Perellos"",""amenity""=>""social_facility"",""social_facility""=>""office"",""social_facility:for""=>""disabled""",Għajnsielem,Others
2682,"5057351252",Niċċa tal-Madonna tal-Port Salvu,,,,,,,,"""denomination""=>""roman_catholic"",""historic""=>""wayside_shrine"",""inscription""=>""Classé"",""name:en""=>""Niche of the Madonna of Safe Haven"",""name:fr""=>""Oratoire de la Vierge du Refuge"",""name:mt""=>""Niċċa tal-Madonna tal-Port Salvu"",""religion""=>""christian""",Għajnsielem,Others
2683,"9992683017",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2684,"9992683018",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2687,"9992683117",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2688,"5057351251",,,,,,,,,"""addr:housename""=>""Campidoglio""",Għajnsielem,Others
2689,"5058114288",Għajnsielem - Fawwara,,bus_stop,"4745",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2691,"5058114289",Għajnsielem - Fawwara,,bus_stop,"4746",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2694,"747587896",,,,,,,,,"""amenity""=>""fountain""",Għajnsielem,Others
2696,"5057351058",,,,,,,,,"""addr:housename""=>""Haac"",""addr:street""=>""Triq Simirat""",Għajnsielem,Others
2697,"12208972913",,,,,,,,,"""name:cs""=>""prádelna (bývalá)"",""natural""=>""spring""",Għajnsielem,Others
2699,"5057350717",Għajnsielem - Simirat,,bus_stop,"4690",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2700,"5057351120",,,,,,,,,"""addr:housename""=>""Karmena Tal-Macina"",""addr:street""=>""Triq Wied Ir-Rajjes""",Għajnsielem,Others
2701,"5057350718",,,,,,,,,"""addr:housename""=>""Grajoh House"",""addr:housenumber""=>""29"",""addr:street""=>""Triq Simirat""",Għajnsielem,Others
2704,"3097609211",,lift_gate,,,,,,,"""bicycle""=>""no"",""fee""=>""yes"",""foot""=>""no"",""horse""=>""no"",""motor_vehicle""=>""yes""",Għajnsielem,Others
2705,"1497329502",,lift_gate,,,,,,,"""bicycle""=>""no"",""fee""=>""yes"",""foot""=>""no"",""horse""=>""no"",""motor_vehicle""=>""yes""",Għajnsielem,Others
2706,"1497329505",,lift_gate,,,,,,,"""bicycle""=>""no"",""fee""=>""yes"",""foot""=>""no"",""horse""=>""no"",""motor_vehicle""=>""yes""",Għajnsielem,Others
2707,"2666647147",Fort Chambray,,,,,,,,"""historic""=>""fort"",""name:ar""=>""حصن شامبراي"",""name:mt""=>""Il-Fortizza ta Chambray"",""wikidata""=>""Q1438478"",""wikimedia_commons""=>""Category:Fort Chambray"",""wikipedia""=>""en:Fort Chambray""",Għajnsielem,Others
2708,"4876322523",,,,,,,,,"""amenity""=>""toilets"",""fee""=>""no""",Għajnsielem,Others
2712,"1497329572",,gate,,,,,,,"""access""=>""permissive""",Għajnsielem,Others
2713,"306090908",,,,,,,,,"""amenity""=>""police"",""operator""=>""Pulizija ta' Malta"",""operator:wikidata""=>""Q2413538"",""operator:wikipedia""=>""en:Malta Police Force""",Għajnsielem,Others
2714,"3955886336",Hertz,,,,,,,,"""amenity""=>""car_rental"",""brand""=>""Hertz"",""brand:wikidata""=>""Q1543874"",""brand:wikipedia""=>""en:The Hertz Corporation"",""designation""=>""Herts""",Għajnsielem,Others
2715,"3955884357",,,,,,,,,"""amenity""=>""taxi""",Għajnsielem,Others
2716,"3969466016",,,,,,,,,"""amenity""=>""fuel""",Għajnsielem,Others
2718,"1497329601",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""yes"",""kerb""=>""lowered""",Għajnsielem,Others
2719,"306268483",Avis,,,,,,,,"""amenity""=>""car_rental"",""brand""=>""Avis"",""brand:wikidata""=>""Q791136"",""brand:wikipedia""=>""en:Avis Car Rental"",""official_name""=>""Avis Car Rental""",Għajnsielem,Others
2722,"131729697",L-Imġarr,,,,,,village,,"""alt_name""=>""Mġarr"",""name:ar""=>""إمجار"",""name:en""=>""Mġarr"",""name:it""=>""Mugiarro"",""name:ml""=>""മഗാർ"",""name:uk""=>""Мгар"",""wikidata""=>""Q737590"",""wikimedia_commons""=>""Category:Mġarr Harbour"",""wikipedia""=>""en:Mġarr, Gozo""",Għajnsielem,Others
2723,"306268480",Ta' Miema,,,,,,,,"""disused:shop""=>""supermarket""",Għajnsielem,Others
2727,"5905660097",,lift_gate,,,,,,,"""bicycle""=>""no"",""fee""=>""yes"",""foot""=>""no"",""horse""=>""no"",""motor_vehicle""=>""yes""",Għajnsielem,Others
2728,"5905660098",,lift_gate,,,,,,,"""bicycle""=>""no"",""fee""=>""yes"",""foot""=>""no"",""horse""=>""no"",""motor_vehicle""=>""yes""",Għajnsielem,Others
2729,"5905660099",,lift_gate,,,,,,,"""bicycle""=>""no"",""fee""=>""yes"",""foot""=>""no"",""horse""=>""no"",""motor_vehicle""=>""yes""",Għajnsielem,Others
2730,"5905660100",,lift_gate,,,,,,,"""bicycle""=>""no"",""fee""=>""yes"",""foot""=>""no"",""horse""=>""no"",""motor_vehicle""=>""yes""",Għajnsielem,Others
2731,"5905807988",,lift_gate,,,,,,,"""bicycle""=>""no"",""fee""=>""yes"",""foot""=>""no"",""horse""=>""no"",""motor_vehicle""=>""yes""",Għajnsielem,Others
2732,"6176245087",,,,,,,,,"""amenity""=>""toilets"",""fee""=>""no"",""opening_hours""=>""24/7"",""wheelchair""=>""yes""",Għajnsielem,Others
2733,"6176245088",,,,,,,,,"""amenity""=>""atm"",""check_date""=>""2025-12-28"",""operator""=>""BOV""",Għajnsielem,Others
2736,"7027397107",,,,,,,,,"""amenity""=>""telephone""",Għajnsielem,Others
2737,"7027412028",,,,,,,,,"""amenity""=>""telephone""",Għajnsielem,Others
2738,"7027412373",,,,,,,,,"""emergency""=>""defibrillator"",""indoor""=>""yes""",Għajnsielem,Others
2739,"7027412980",,,,,,,,,"""amenity""=>""waste_basket""",Għajnsielem,Others
2740,"7027418885",,,,,,,,,"""entrance""=>""yes""",Għajnsielem,Others
2743,"12351125971",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""yes""",Għajnsielem,Others
2745,"13459825940",,,,,,,,survey_point,,Għajnsielem,Others
2746,"13459825941",,,,,,,,survey_point,,Għajnsielem,Others
2747,"13459825943",,,,,,,,survey_point,,Għajnsielem,Others
2748,"5058114287",Għajnsielem - Ħamri,,bus_stop,"4744",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2749,"306090915",Għajnsielem - Ħamri,,bus_stop,"4747",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2750,"747603169",,,stop,,,,,,,Għajnsielem,Others
2751,"4898201820",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2752,"306090900",,,,,,,,,"""amenity""=>""telephone""",Għajnsielem,Others
2753,"4898202025",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2754,"4898202021",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2755,"5058114286",L-Imġarr - Gudja,,bus_stop,"4748",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2756,"4898202026",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2757,"4898202022",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2758,"4898202027",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2759,"4898202023",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2761,"4898202028",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2763,"5058114285",L-Imġarr - Gudja,,bus_stop,"4743",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2764,"12207344221",,,,,,,,,"""generator:method""=>""photovoltaic"",""generator:output:electricity""=>""yes"",""generator:source""=>""solar"",""generator:type""=>""solar_photovoltaic_panel"",""location""=>""roof"",""power""=>""generator""",Għajnsielem,Others
2765,"4898202024",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2766,"306268486",L-Imġarr - Mġarr,,bus_stop,"1776",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2767,"306268487",L-Imġarr - Mġarr,,bus_stop,"1777",,,,,"""bench""=>""yes"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2768,"11223315537",,,,,,,,,"""amenity""=>""fountain"",""lit""=>""yes"",""start_date""=>""1862""",Għajnsielem,Others
2769,"4898030800",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2770,"4898030801",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2772,"4898030802",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2774,"4898030803",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2775,"4898030804",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2776,"4898030805",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2777,"4898030806",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2778,"4898030807",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2779,"4898030808",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2781,"4898030809",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2782,"4898030810",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2783,"12207344256",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2784,"12407432692",,,,,,,,,"""amenity""=>""bench"",""armrest""=>""yes"",""backrest""=>""yes"",""material""=>""wood""",Għajnsielem,Others
2785,"12407432693",,,,,,,,,"""amenity""=>""bench"",""armrest""=>""yes"",""backrest""=>""yes"",""material""=>""wood""",Għajnsielem,Others
2786,"13644962581",,,,,,,,,"""amenity""=>""waste_basket""",Għajnsielem,Others
2787,"13644973412",,,,,,,,,"""amenity""=>""waste_basket""",Għajnsielem,Others
2788,"4898030811",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2789,"11420740224",,,crossing,,,,,,,Għajnsielem,Others
2790,"4898030812",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2792,"11465345569",Supernova,,,,,,,,"""amenity""=>""charging_station"",""capacity""=>""2""",Għajnsielem,Others
2793,"306090899",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Għajnsielem,Others
2794,"4979421005",L&R car rent,,,,,,,,"""amenity""=>""car_sharing""",Għajnsielem,Others
2795,"306090912",L-Imġarr - Antnin,,bus_stop,"1737",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2796,"11703681132",,,crossing,,,,,,,Għajnsielem,Others
2797,"306090913",L-Imġarr - Antnin,,bus_stop,"1734",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2799,"5058105915",,,,,,,,,"""addr:housename""=>""Ċentru Sant'Antnin"",""addr:street""=>""Triq Sant'Antnin""",Għajnsielem,Others
2800,"2282710418",L-Imġarr - Labax,,bus_stop,"1738",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2802,"5058105908",L-Imġarr - Labax,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Għajnsielem,Others
2803,"5058105909",L-Imġarr - Labax,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Għajnsielem,Others
2804,"5058114284",L-Imġarr - Labax,,bus_stop,"1733",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2805,"12376180921",,,,,,,,survey_point,,Għajnsielem,Others
2806,"2282724078",Għajnsielem - Gliex,,bus_stop,"4703",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2807,"5058105900",Għajnsielem - Gliex,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Għajnsielem,Others
2808,"5058114225",Għajnsielem - Palma,,bus_stop,"4697",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2809,"1497329565",L-Imġarr - Vapur,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Għajnsielem,Others
2810,"1982621662",L-Imġarr - Vapur,,bus_stop,"1735",,,,,"""bench""=>""no"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""realtime"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Għajnsielem,Others
2811,"4876366321",,,,,,,,,"""amenity""=>""toilets""",Għajnsielem,Others
2812,"4876366322",,,,,,,,,"""amenity""=>""fountain""",Għajnsielem,Others
2814,"1497329775",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""yes""",Għajnsielem,Others
2816,"3415680501",,,,,,,,survey_point,,Għajnsielem,Others
2817,"1347583158",,,,,,,,,"""seamark:light:character""=>""Fl"",""seamark:light:colour""=>""red"",""seamark:light:period""=>""4"",""seamark:light:reference""=>""E 2051"",""seamark:name""=>""Ramla Tal-Mgarr Harbor."",""seamark:type""=>""light_minor""",Għajnsielem,Others
2818,"1347583157",,,,,,,,survey_point,"""seamark:light:character""=>""Fl"",""seamark:light:colour""=>""green"",""seamark:light:period""=>""5"",""seamark:light:reference""=>""E 2051.2"",""seamark:type""=>""light_minor""",Għajnsielem,Others
2820,"5056025356",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2821,"5056025357",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2822,"5296916554",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2823,"6176245086",,,,,,,,,"""amenity""=>""toilets"",""opening_hours""=>""Mo-Su 09:00-18:00""",Għajnsielem,Others
2824,"6176245089",,,,,,,,,"""amenity""=>""toilets"",""fee""=>""no"",""opening_hours""=>""24/7""",Għajnsielem,Others
2825,"7027369565",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Għajnsielem,Others
2826,"7027377694",,,,,,,,,"""amenity""=>""vending_machine"",""check_date""=>""2025-11-16"",""vending""=>""drinks snacks coffee""",Għajnsielem,Others
2828,"7027406192",,,crossing,,,,,,"""crossing""=>""marked"",""crossing:markings""=>""yes"",""kerb""=>""lowered""",Għajnsielem,Others
2829,"9093357971",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2830,"11216089298",To the victims of drowning - 30 October 1948,,,,,,,,"""historic""=>""memorial"",""inscription""=>""LILL-VITTMI TAL GĦARQA – 30 TA’ OTTUBRU 1948"",""material""=>""stone"",""wikidata""=>""Q85722739"",""wikipedia""=>""en:1948 Gozo luzzu disaster""",Għajnsielem,Others
2831,"11465320041",,,,,,,,,"""amenity""=>""bench""",Għajnsielem,Others
2832,"12205538165",,,,,,,,lighthouse,,Għajnsielem,Others
2833,"12376180857",,,,,,,,survey_point,,Għajnsielem,Others
2835,"4546745137",Blue Lagoon,,,,,,,,"""amenity""=>""ferry_terminal"",""ferry""=>""yes"",""public_transport""=>""station""",Għajnsielem,Others
2836,"4702188475",Comino ferry service,,,,,,,,"""amenity""=>""ferry_terminal"",""ferry""=>""yes"",""public_transport""=>""station""",Għajnsielem,Others
2837,"5073704661",,,,,,,,,"""amenity""=>""shower"",""fee""=>""no""",Għajnsielem,Others
2839,"3767235080",Lantern Point,,,,,,,,"""natural""=>""cape""",Għajnsielem,Others
2840,"5574454957",,fence,,,,,,,,Għajnsielem,Others
2841,"4344217142",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2842,"4344217146",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2843,"4344217143",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2844,"4344217147",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2845,"4344217144",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2846,"4344217148",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2847,"4344217145",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2848,"4344217149",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2849,"4344217152",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2850,"4344217158",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2851,"4344217151",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2852,"4344217157",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2853,"4344217150",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2854,"4344217156",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2855,"4344217155",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2856,"4344217153",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2857,"4344217154",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2858,"11125602293",Il-Ponta l-Irqiqa,,,,,,locality,,"""alt_name""=>""Ir-Ras l-Irqiqa"",""alt_name:mt""=>""L-Irqiqa ta' Kemmuna""",Għajnsielem,Others
2861,"4702188498",,gate,,,,,,,"""bicycle""=>""no"",""foot""=>""no""",Għajnsielem,Others
2862,"5911305006",,,,,,,,,"""door""=>""yes"",""emergency:exit""=>""yes""",Għajnsielem,Others
2863,"4344217160",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2864,"5927615244",,,,,,,,,"""door""=>""yes"",""emergency:exit""=>""yes""",Għajnsielem,Others
2865,"4344217159",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2866,"5911305046",,,,,,,,,"""door""=>""yes"",""emergency:exit""=>""yes""",Għajnsielem,Others
2867,"5911305061",,,,,,,,,"""entrance""=>""main""",Għajnsielem,Others
2869,"1505548557",,,turning_circle,,,,,,,Għajnsielem,Others
2870,"4344217161",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2871,"4344217162",,,,,,,,,"""natural""=>""tree""",Għajnsielem,Others
2872,"2818845265",,,,,,,,survey_point,,Għajnsielem,Others
2873,"3189299710",,,,,,,,,"""amenity""=>""bench""",Għajnsielem,Others
2874,"3189299709",,,,,,,,,"""amenity""=>""bench""",Għajnsielem,Others
2875,"2769364094",,gate,,,,,,,,Għajnsielem,Others
2876,"1207636923",,gate,,,,,,,,Għajnsielem,Others
2877,"5073704662",,,,,,,,,"""defunct:amenity""=>""shower""",Għajnsielem,Others
2878,"5073392316",,,,,,,,,"""amenity""=>""toilets"",""check_date""=>""2025-04-20"",""check_date:wheelchair""=>""2025-04-20"",""fee""=>""no"",""wheelchair""=>""no""",Għajnsielem,Others
2879,"10949219346",,gate,,,,,,,,Għajnsielem,Others
2882,"12198545079",,gate,,,,,,,,Għajnsielem,Others
2883,"12198545080",,gate,,,,,,,"""access""=>""private""",Għajnsielem,Others
2884,"12198545081",,gate,,,,,,,,Għajnsielem,Others
2885,"2769363996",,,,,,,,,"""noexit""=>""yes""",Għajnsielem,Others
2886,"83638824",Santa Marija Caves,,,,,,,,"""fee""=>""no"",""natural""=>""cave_entrance""",Għajnsielem,Others
2887,"4927399325",Santa Marija Caves,,,,,,,,"""fee""=>""no"",""natural""=>""cave_entrance""",Għajnsielem,Others
2888,"1207636912",Santa Marija Caves,,,,,,,,"""fee""=>""no"",""natural""=>""cave_entrance""",Għajnsielem,Others
2889,"4927399326",Santa Marija Caves,,,,,,,,"""fee""=>""no"",""natural""=>""cave_entrance""",Għajnsielem,Others
2890,"10541849823",Ġebel Comino,,,,,,,,"""natural""=>""peak""",Għajnsielem,Others
2891,"2507404844",,,,,,,,survey_point,,Għajnsielem,Others
2893,"12419262326",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""material""=>""wood""",Għajnsielem,Others
2894,"12419262327",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""material""=>""wood""",Għajnsielem,Others
2895,"12419262328",,,,,,,,,"""leaf_cycle""=>""evergreen"",""leaf_type""=>""needleleaved"",""natural""=>""tree""",Għajnsielem,Others
2896,"12419262329",,,,,,,,,"""leaf_cycle""=>""evergreen"",""leaf_type""=>""needleleaved"",""natural""=>""tree""",Għajnsielem,Others
2897,"12684179454",,gate,,,,,,,,Għajnsielem,Others
2898,"11998958810",In-Nadur - Xħajma,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Għajnsielem,Others
2899,"13504449474",,block,,,,,,,,Għajnsielem,Others
2901,"12543044078",,,,,,,,,"""amenity""=>""bench""",Il-Fontana,Others
2902,"12543044079",,,,,,,,,"""amenity""=>""bench""",Il-Fontana,Others
2903,"12543044072",,,,,,,,,"""natural""=>""tree""",Il-Fontana,Others
2904,"12543044073",,,,,,,,,"""natural""=>""tree""",Il-Fontana,Others
2905,"12543256333",,,,,,,,,"""amenity""=>""fountain""",Il-Fontana,Others
2907,"1986350792",Fontana - Għajn,,bus_stop,"1833",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Il-Fontana,Others
2908,"11998958862",Fontana - Għajn,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Il-Fontana,Others
