fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category
7424,,"1368410275",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7431,,"1368428036",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Sea Bliss"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Recreation
7432,,"1368428037",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Recreation
7433,,"1368428038",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Seagull Flats"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Recreation
7434,,"1368428039",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Waterfront Block B"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Recreation
7435,,"1368428040",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Waterfront Block A"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Recreation
7436,,"1368428041",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Mellieħa Bay Blue"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Recreation
7437,,"1368428042",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Recreation
7438,,"1368428043",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Charmar"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Recreation
7439,,"1368428044",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Sandy Beach Court"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Others
7440,,"1368428045",,,,,,,,garage,,,,,,,,,,,,,,,"""capacity""=>""1""",Il-Mellieħa,Yes,Others
7441,,"1368428046",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Casa del Mar"",""addr:housenumber""=>""38"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa"",""house""=>""semi-detached""",Il-Mellieħa,Yes,Others
7443,,"1368428049",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""4-8"",""addr:postcode""=>""MLH 4250"",""addr:street""=>""Sqaq Stejfen""",Il-Mellieħa,Yes,Others
7444,,"1368428050",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""2-3"",""addr:postcode""=>""MLH 4250"",""addr:street""=>""Sqaq Stejfen""",Il-Mellieħa,Yes,Others
7445,,"1368428051",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Riviera Court"",""addr:housenumber""=>""28-35"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa"",""building:flats""=>""8""",Il-Mellieħa,Yes,Others
7446,,"1368428052",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Noel"",""addr:housenumber""=>""27"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Others
7447,,"1368428053",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""26"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Others
7448,,"1368428054",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Recreation
7449,,"1368428055",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Others
7450,,"1368428056",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Others
7451,,"1368428057",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Bayview"",""addr:housenumber""=>""15"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa"",""building:flats""=>""8""",Il-Mellieħa,Yes,Others
7452,,"1368428058",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Sandy Waters"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Others
7453,,"1368428059",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Sea Breeze"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Others
7454,,"1368428060",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Maricasa"",""addr:postcode""=>""MLH 9062"",""addr:street""=>""Triq il-Marfa""",Il-Mellieħa,Yes,Others
7459,,"1368428067",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7462,,"1368431850",,,,,,,,yes,,,,,,,,,,,,kiosk,,,,Il-Mellieħa,Yes,Medical Purpose
7464,,"1368431852",,,,,,,,yes,,,,,,,,,,,,kiosk,,,,Il-Mellieħa,Yes,Others
7465,,"1368431853",,,,,,,,yes,,,,,,,,,,,,kiosk,,,,Il-Mellieħa,Yes,Others
7466,,"1368431854",,,,,,,,yes,,,,,,,,,,,,kiosk,,,,Il-Mellieħa,Yes,Others
7488,,"1368648528",,,,,,,,garage,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Others
7489,,"1368648532",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7490,,"1368648533",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Commuting to work
7492,,"1368648535",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7494,,"1368648537",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7495,,"1368648538",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7498,,"1368648541",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7499,,"1368648542",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7502,,"1368648550",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7506,,"1368648554",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7509,,"1368648559",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7510,,"1368648563",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Education
7514,,"1368648567",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7523,,"1368648580",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7524,,"1368648585",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7541,,"1368648648",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7542,,"1368648649",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7543,,"1368648650",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7548,,"1368648656",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7550,,"1368648659",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7554,,"1368648663",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7569,,"1368648689",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7571,,"1368648691",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7575,,"1368648696",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7578,,"1368649348",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Commuting to work
7579,,"1368649349",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Commuting to work
7580,,"1368649350",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Others
7581,,"1368649351",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Others
7582,,"1368649352",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7583,,"1368649353",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7584,,"1368649354",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Others
7585,,"1368649355",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Others
7586,,"1368649356",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Others
7587,,"1368649357",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7588,,"1368649358",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7589,,"1368649359",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7590,,"1368649360",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7591,,"1368649361",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7592,,"1368649362",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Commuting to work
7593,,"1368649363",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Commuting to work
7594,,"1368649365",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7595,,"1368649366",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7596,,"1368649367",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7597,,"1368649368",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7598,,"1368649369",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7599,,"1368649370",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7600,,"1368649371",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7601,,"1368649372",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7602,,"1368649373",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7603,,"1368649374",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7604,,"1368649375",,,,,,,,greenhouse,,,,,,,,,,,,,,,,Il-Mellieħa,Yes,Recreation
7608,,"1369588913",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers"",""fee""=>""no""",Il-Mellieħa,Yes,Others
7611,,"1369588919",,,,,,,,house,,,,,,,,,,,,,,,"""housename""=>""Ta' Mattew Farmhouse""",Il-Mellieħa,Yes,Others
7623,,"1369588971",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7636,,"1369689371",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7637,,"1369689372",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7657,,"1369908090",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7661,,"1369922394",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7667,,"1369934948",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7671,,"1369934977",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7672,,"1369935012",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7673,,"1369935013",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7675,,"1369935025",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7677,,"1369935065",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7678,,"1369935078",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7679,,"1369935081",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7694,,"1369940734",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7696,,"1369940757",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7698,,"1369940770",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7703,,"1369940797",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7706,,"1369940806",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7712,,"1369940821",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Commuting to work
7713,,"1369940825",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Recreation
7714,,"1369940828",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7715,,"1369940831",,,,,,,,,,,,,,,,,water,,,,,,"""water""=>""reservoir""",Il-Mellieħa,Yes,Others
7717,,"1369993645",,,,,,,,boathouse,,,,,,,,,,,,,,,"""building:levels""=>""1"",""layer""=>""-1""",Il-Mellieħa,Yes,Others
7719,,"1369993648",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""building:levels""=>""1"",""layer""=>""-1""",Il-Mellieħa,Yes,Others
7720,,"1369993650",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""building:levels""=>""1"",""layer""=>""-2""",Il-Mellieħa,Yes,Others
7721,,"1369993651",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""105"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7722,,"1369993652",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""104"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7723,,"1369993653",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""103"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7724,,"1369993654",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""100"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7725,,"1369993655",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""101"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1"",""roof:shape""=>""flat""",Il-Mellieħa,Yes,Others
7726,,"1369993656",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""102"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7727,,"1369993657",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""97"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7728,,"1369993658",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""98"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7729,,"1369993659",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""99"",""addr:postcode""=>""MLĦ 4212"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7730,,"1369993660",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""96"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7731,,"1369993661",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""95"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Shopping
7732,,"1369993662",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""93"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7733,,"1369993663",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""92"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7734,,"1369993664",La Salle Retreat Centre,,,,,,,yes,,,,,,,,,,,,,,hostel,"""addr:housenumber""=>""182"",""addr:street""=>""Ix-Xatt ta' Santa Marija"",""guest_house""=>""albergue"",""operator""=>""La Salle Malta""",Il-Mellieħa,Yes,Others
7735,,"1369993667",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""91"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7736,,"1369993668",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""90"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7737,,"1369993669",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""89"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7738,,"1369993670",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""88"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7739,,"1369993671",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""87"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Recreation
7740,,"1369993672",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""surface""=>""concrete""",Il-Mellieħa,Yes,Recreation
7741,,"1369993675",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housename""=>""Sorriso;Marebello"",""addr:postcode""=>""MLH 4179"",""addr:street""=>""Triq l-Arżnell""",Il-Mellieħa,Yes,Others
7742,,"1369993676",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLH 4179"",""addr:street""=>""Triq l-Arżnell""",Il-Mellieħa,Yes,Others
7743,,"1369993680",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"",""layer""=>""-1"",""parking""=>""underground""",Il-Mellieħa,Yes,Others
7744,,"1369993681",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""94"",""addr:street""=>""Section F, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7745,,"1369993682",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""86"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7746,,"1369993683",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""85"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7747,,"1369993684",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""83"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7748,,"1369993685",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""84"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7749,,"1369993686",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""79"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7750,,"1369993687",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""80"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7751,,"1369993688",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""81"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7752,,"1369993689",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""82"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7753,,"1369993690",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""78"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7754,,"1369993691",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""77"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Recreation
7755,,"1369993692",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""76"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7756,,"1369993693",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""75"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7757,,"1369993694",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""74"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7758,,"1369993695",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""73"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7759,,"1369993696",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""72"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7760,,"1369993697",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""71"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7761,,"1369993698",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""70"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7762,,"1369993699",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""69"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
7763,,"1369993700",,,,,,,,boathouse,,,,,,,,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""68"",""addr:street""=>""Section E, Ix-Xatt ta' Santa Marija"",""building:levels""=>""1""",Il-Mellieħa,Yes,Others
